"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","120104","Validate Council Output [ForestOfDeanDistrictCouncil]","","Thu Oct 31 00:16:37 GMT 2024","failed","Thu Oct 31 00:18:37 GMT 2024","","","",""
"","120111","Validate Council Output [RenfrewshireCouncil]","","Thu Oct 31 00:23:46 GMT 2024","failed","Thu Oct 31 00:25:46 GMT 2024","","","",""
"","620","Validate Council Output [RushmoorCouncil]","","Thu Oct 31 00:25:06 GMT 2024","passed","Thu Oct 31 00:25:07 GMT 2024","","","",""
"","120315","Validate Council Output [BuckinghamshireCouncil]","","Thu Oct 31 00:11:52 GMT 2024","failed","Thu Oct 31 00:13:53 GMT 2024","","","",""
"","120140","Validate Council Output [LeedsCityCouncil]","","Thu Oct 31 00:11:54 GMT 2024","failed","Thu Oct 31 00:13:54 GMT 2024","","","",""
"","1870","Validate Council Output [CheshireEastCouncil]","","Thu Oct 31 00:03:42 GMT 2024","passed","Thu Oct 31 00:03:44 GMT 2024","","","",""
"","1395","Validate Council Output [BracknellForestCouncil]","","Thu Oct 31 00:05:46 GMT 2024","passed","Thu Oct 31 00:05:48 GMT 2024","","","",""
"","5178","Validate Council Output [SwindonBoroughCouncil]","","Thu Oct 31 00:29:52 GMT 2024","passed","Thu Oct 31 00:29:57 GMT 2024","","","",""
"","2281","Validate Council Output [TonbridgeAndMallingBC]","","Thu Oct 31 00:29:31 GMT 2024","passed","Thu Oct 31 00:29:33 GMT 2024","","","",""
"","120125","Validate Council Output [StocktonOnTeesCouncil]","","Thu Oct 31 00:28:17 GMT 2024","failed","Thu Oct 31 00:30:18 GMT 2024","","","",""
"","3862","Validate Council Output [SouthTynesideCouncil]","","Thu Oct 31 00:26:04 GMT 2024","passed","Thu Oct 31 00:26:08 GMT 2024","","","",""
"","77","Validate Council Output [NorthKestevenDistrictCouncil]","","Thu Oct 31 00:19:01 GMT 2024","failed","Thu Oct 31 00:19:01 GMT 2024","","","",""
"","1877","Validate Council Output [ManchesterCityCouncil]","","Thu Oct 31 00:13:54 GMT 2024","passed","Thu Oct 31 00:13:56 GMT 2024","","","",""
"","120112","Validate Council Output [NewForestCouncil]","","Thu Oct 31 00:20:03 GMT 2024","failed","Thu Oct 31 00:22:03 GMT 2024","","","",""
"","120130","Validate Council Output [NeathPortTalbotCouncil]","","Thu Oct 31 00:18:03 GMT 2024","failed","Thu Oct 31 00:20:03 GMT 2024","","","",""
"","3803","Validate Council Output [SouthOxfordshireCouncil]","","Thu Oct 31 00:25:58 GMT 2024","passed","Thu Oct 31 00:26:02 GMT 2024","","","",""
"","121270","Validate Council Output [BromleyBoroughCouncil]","","Thu Oct 31 00:07:51 GMT 2024","failed","Thu Oct 31 00:09:52 GMT 2024","","","",""
"","841","Validate Council Output [BasildonCouncil]","","Thu Oct 31 00:03:47 GMT 2024","passed","Thu Oct 31 00:03:48 GMT 2024","","","",""
"","13623","Validate Council Output [WyreCouncil]","","Thu Oct 31 00:37:34 GMT 2024","passed","Thu Oct 31 00:37:47 GMT 2024","","","",""
"","9583","Validate Council Output [NottinghamCityCouncil]","","Thu Oct 31 00:24:43 GMT 2024","passed","Thu Oct 31 00:24:52 GMT 2024","","","",""
"","6508","Validate Council Output [ArmaghBanbridgeCraigavonCouncil]","","Thu Oct 31 00:01:19 GMT 2024","passed","Thu Oct 31 00:01:26 GMT 2024","","","",""
"","2197","Validate Council Output [WiltshireCouncil]","","Thu Oct 31 00:34:19 GMT 2024","passed","Thu Oct 31 00:34:21 GMT 2024","","","",""
"","120138","Validate Council Output [WestBerkshireCouncil]","","Thu Oct 31 00:32:54 GMT 2024","failed","Thu Oct 31 00:34:54 GMT 2024","","","",""
"","4671","Validate Council Output [LutonBoroughCouncil]","","Thu Oct 31 00:16:29 GMT 2024","passed","Thu Oct 31 00:16:34 GMT 2024","","","",""
"","266","Validate Council Output [GedlingBoroughCouncil]","","Thu Oct 31 00:09:08 GMT 2024","passed","Thu Oct 31 00:09:08 GMT 2024","","","",""
"","1203","Validate Council Output [StockportBoroughCouncil]","","Thu Oct 31 00:28:16 GMT 2024","passed","Thu Oct 31 00:28:17 GMT 2024","","","",""
"","1832","Validate Council Output [WelhatCouncil]","","Thu Oct 31 00:32:52 GMT 2024","passed","Thu Oct 31 00:32:54 GMT 2024","","","",""
"","1303","Validate Council Output [FarehamBoroughCouncil]","","Thu Oct 31 00:16:13 GMT 2024","passed","Thu Oct 31 00:16:14 GMT 2024","","","",""
"","5929","Validate Council Output [CalderdaleCouncil]","","Thu Oct 31 00:01:17 GMT 2024","passed","Thu Oct 31 00:01:23 GMT 2024","","","",""
"","612","Validate Council Output [AdurAndWorthingCouncils]","","Thu Oct 31 00:01:19 GMT 2024","passed","Thu Oct 31 00:01:19 GMT 2024","","","",""
"","10008","Validate Council Output [TorbayCouncil]","","Thu Oct 31 00:29:33 GMT 2024","passed","Thu Oct 31 00:29:43 GMT 2024","","","",""
"","2027","Validate Council Output [BedfordBoroughCouncil]","","Thu Oct 31 00:03:55 GMT 2024","passed","Thu Oct 31 00:03:57 GMT 2024","","","",""
"","2404","Validate Council Output [SouthRibbleCouncil]","","Thu Oct 31 00:26:02 GMT 2024","passed","Thu Oct 31 00:26:04 GMT 2024","","","",""
"","120222","Validate Council Output [DerbyshireDalesDistrictCouncil]","","Thu Oct 31 00:06:47 GMT 2024","failed","Thu Oct 31 00:08:47 GMT 2024","","","",""
"","120135","Validate Council Output [PrestonCityCouncil]","","Thu Oct 31 00:27:07 GMT 2024","failed","Thu Oct 31 00:29:07 GMT 2024","","","",""
"","1055","Validate Council Output [CoventryCityCouncil]","","Thu Oct 31 00:01:18 GMT 2024","passed","Thu Oct 31 00:01:19 GMT 2024","","","",""
"","2605","Validate Council Output [DorsetCouncil]","","Thu Oct 31 00:08:48 GMT 2024","passed","Thu Oct 31 00:08:51 GMT 2024","","","",""
"","700","Validate Council Output [CannockChaseDistrictCouncil]","","Thu Oct 31 00:01:23 GMT 2024","passed","Thu Oct 31 00:01:23 GMT 2024","","","",""
"","310121","Validate Council Output [DacorumBoroughCouncil]","","Thu Oct 31 00:01:35 GMT 2024","failed","Thu Oct 31 00:06:45 GMT 2024","","","",""
"","60412","Validate Council Output [NewcastleCityCouncil]","","Thu Oct 31 00:22:04 GMT 2024","failed","Thu Oct 31 00:23:05 GMT 2024","","","",""
"","1349","Validate Council Output [SouthNorfolkCouncil]","","Thu Oct 31 00:25:57 GMT 2024","failed","Thu Oct 31 00:25:58 GMT 2024","","","",""
"","2605","Validate Council Output [SheffieldCityCouncil]","","Thu Oct 31 00:29:22 GMT 2024","passed","Thu Oct 31 00:29:25 GMT 2024","","","",""
"","1656","Validate Council Output [BedfordshireCouncil]","","Thu Oct 31 00:03:57 GMT 2024","passed","Thu Oct 31 00:03:58 GMT 2024","","","",""
"","4003","Validate Council Output [StHelensBC]","","Thu Oct 31 00:26:11 GMT 2024","failed","Thu Oct 31 00:26:15 GMT 2024","","","",""
"","120062","Validate Council Output [NorthWestLeicestershire]","","Thu Oct 31 00:20:38 GMT 2024","failed","Thu Oct 31 00:22:38 GMT 2024","","","",""
"","2574","Validate Council Output [WalsallCouncil]","","Thu Oct 31 00:34:13 GMT 2024","passed","Thu Oct 31 00:34:16 GMT 2024","","","",""
"","120113","Validate Council Output [ColchesterCityCouncil]","","Thu Oct 31 00:09:45 GMT 2024","failed","Thu Oct 31 00:11:45 GMT 2024","","","",""
"","884","Validate Council Output [MalvernHillsDC]","","Thu Oct 31 00:16:35 GMT 2024","passed","Thu Oct 31 00:16:36 GMT 2024","","","",""
"","120370","Validate Council Output [ThreeRiversDistrictCouncil]","","Thu Oct 31 00:33:33 GMT 2024","failed","Thu Oct 31 00:35:33 GMT 2024","","","",""
"","19016","Validate Council Output [LondonBoroughHarrow]","","Thu Oct 31 00:14:03 GMT 2024","passed","Thu Oct 31 00:14:22 GMT 2024","","","",""
"","4281","Validate Council Output [ShropshireCouncil]","","Thu Oct 31 00:29:25 GMT 2024","passed","Thu Oct 31 00:29:29 GMT 2024","","","",""
"","3977","Validate Council Output [HarboroughDistrictCouncil]","","Thu Oct 31 00:15:11 GMT 2024","passed","Thu Oct 31 00:15:15 GMT 2024","","","",""
"","910","Validate Council Output [NorthLanarkshireCouncil]","","Thu Oct 31 00:19:01 GMT 2024","passed","Thu Oct 31 00:19:02 GMT 2024","","","",""
"","623","Validate Council Output [CastlepointDistrictCouncil]","","Thu Oct 31 00:01:29 GMT 2024","failed","Thu Oct 31 00:01:30 GMT 2024","","","",""
"","120101","Validate Council Output [BoltonCouncil]","","Thu Oct 31 00:03:46 GMT 2024","failed","Thu Oct 31 00:05:46 GMT 2024","","","",""
"","120143","Validate Council Output [ChorleyCouncil]","","Thu Oct 31 00:07:44 GMT 2024","failed","Thu Oct 31 00:09:45 GMT 2024","","","",""
"","9375","Validate Council Output [FenlandDistrictCouncil]","","Thu Oct 31 00:16:14 GMT 2024","passed","Thu Oct 31 00:16:23 GMT 2024","","","",""
"","120106","Validate Council Output [BroxtoweBoroughCouncil]","","Thu Oct 31 00:09:52 GMT 2024","failed","Thu Oct 31 00:11:52 GMT 2024","","","",""
"","120103","Validate Council Output [WestOxfordshireDistrictCouncil]","","Thu Oct 31 00:34:02 GMT 2024","failed","Thu Oct 31 00:36:02 GMT 2024","","","",""
"","9903","Validate Council Output [FlintshireCountyCouncil]","","Thu Oct 31 00:16:27 GMT 2024","passed","Thu Oct 31 00:16:37 GMT 2024","","","",""
"","4535","Validate Council Output [HarrogateBoroughCouncil]","","Thu Oct 31 00:15:18 GMT 2024","passed","Thu Oct 31 00:15:23 GMT 2024","","","",""
"","30693","Validate Council Output [NorthNorthamptonshireCouncil]","","Thu Oct 31 00:21:12 GMT 2024","failed","Thu Oct 31 00:21:43 GMT 2024","","","",""
"","120288","Validate Council Output [NorthEastDerbyshireDistrictCouncil]","","Thu Oct 31 00:16:54 GMT 2024","failed","Thu Oct 31 00:18:54 GMT 2024","","","",""
"","120057","Validate Council Output [SouthKestevenDistrictCouncil]","","Thu Oct 31 00:25:50 GMT 2024","failed","Thu Oct 31 00:27:50 GMT 2024","","","",""
"","15263","Validate Council Output [WaverleyBoroughCouncil]","","Thu Oct 31 00:32:34 GMT 2024","passed","Thu Oct 31 00:32:50 GMT 2024","","","",""
"","120101","Validate Council Output [KirkleesCouncil]","","Thu Oct 31 00:21:36 GMT 2024","failed","Thu Oct 31 00:23:36 GMT 2024","","","",""
"","1505","Validate Council Output [RochdaleCouncil]","","Thu Oct 31 00:25:49 GMT 2024","passed","Thu Oct 31 00:25:51 GMT 2024","","","",""
"","926","Validate Council Output [SwanseaCouncil]","","Thu Oct 31 00:29:51 GMT 2024","passed","Thu Oct 31 00:29:52 GMT 2024","","","",""
"","705","Validate Council Output [BCPCouncil]","","Thu Oct 31 00:01:45 GMT 2024","passed","Thu Oct 31 00:01:46 GMT 2024","","","",""
"","979","Validate Council Output [NewhamCouncil]","","Thu Oct 31 00:23:05 GMT 2024","passed","Thu Oct 31 00:23:06 GMT 2024","","","",""
"","1059","Validate Council Output [CornwallCouncil]","","Thu Oct 31 00:01:17 GMT 2024","passed","Thu Oct 31 00:01:18 GMT 2024","","","",""
"","120141","Validate Council Output [BarnetCouncil]","","Thu Oct 31 00:01:46 GMT 2024","failed","Thu Oct 31 00:03:46 GMT 2024","","","",""
"","1592","Validate Council Output [MertonCouncil]","","Thu Oct 31 00:13:57 GMT 2024","passed","Thu Oct 31 00:13:58 GMT 2024","","","",""
"","120131","Validate Council Output [WestLothianCouncil]","","Thu Oct 31 00:35:33 GMT 2024","failed","Thu Oct 31 00:37:34 GMT 2024","","","",""
"","641","Validate Council Output [EastDevonDC]","","Thu Oct 31 00:04:00 GMT 2024","passed","Thu Oct 31 00:04:01 GMT 2024","","","",""
"","1828","Validate Council Output [NorthTynesideCouncil]","","Thu Oct 31 00:21:44 GMT 2024","passed","Thu Oct 31 00:21:46 GMT 2024","","","",""
"","1134","Validate Council Output [ValeofGlamorganCouncil]","","Thu Oct 31 00:31:53 GMT 2024","failed","Thu Oct 31 00:31:54 GMT 2024","","","",""
"","588","Validate Council Output [SouthLanarkshireCouncil]","","Thu Oct 31 00:27:50 GMT 2024","passed","Thu Oct 31 00:27:51 GMT 2024","","","",""
"","120256","Validate Council Output [SwaleBoroughCouncil]","","Thu Oct 31 00:27:51 GMT 2024","failed","Thu Oct 31 00:29:51 GMT 2024","","","",""
"","3150","Validate Council Output [ErewashBoroughCouncil]","","Thu Oct 31 00:16:08 GMT 2024","passed","Thu Oct 31 00:16:11 GMT 2024","","","",""
"","2045","Validate Council Output [TunbridgeWellsCouncil]","","Thu Oct 31 00:29:51 GMT 2024","passed","Thu Oct 31 00:29:53 GMT 2024","","","",""
"","120075","Validate Council Output [HaltonBoroughCouncil]","","Thu Oct 31 00:13:11 GMT 2024","failed","Thu Oct 31 00:15:11 GMT 2024","","","",""
"","783","Validate Council Output [NewarkAndSherwoodDC]","","Thu Oct 31 00:22:04 GMT 2024","failed","Thu Oct 31 00:22:04 GMT 2024","","","",""
"","1384","Validate Council Output [SouthDerbyshireDistrictCouncil]","","Thu Oct 31 00:25:48 GMT 2024","passed","Thu Oct 31 00:25:49 GMT 2024","","","",""
"","9446","Validate Council Output [TestValleyBoroughCouncil]","","Thu Oct 31 00:33:23 GMT 2024","passed","Thu Oct 31 00:33:33 GMT 2024","","","",""
"","1652","Validate Council Output [PlymouthCouncil]","","Thu Oct 31 00:25:05 GMT 2024","passed","Thu Oct 31 00:25:06 GMT 2024","","","",""
"","1712","Validate Council Output [WestMorlandAndFurness]","","Thu Oct 31 00:34:00 GMT 2024","passed","Thu Oct 31 00:34:01 GMT 2024","","","",""
"","120088","Validate Council Output [EastRidingCouncil]","","Thu Oct 31 00:08:01 GMT 2024","failed","Thu Oct 31 00:10:01 GMT 2024","","","",""
"","2571","Validate Council Output [RhonddaCynonTaffCouncil]","","Thu Oct 31 00:25:47 GMT 2024","passed","Thu Oct 31 00:25:49 GMT 2024","","","",""
"","2240","Validate Council Output [NorwichCityCouncil]","","Thu Oct 31 00:22:40 GMT 2024","passed","Thu Oct 31 00:22:43 GMT 2024","","","",""
"","10309","Validate Council Output [OldhamCouncil]","","Thu Oct 31 00:24:52 GMT 2024","passed","Thu Oct 31 00:25:03 GMT 2024","","","",""
"","3091","Validate Council Output [ElmbridgeBoroughCouncil]","","Thu Oct 31 00:12:03 GMT 2024","passed","Thu Oct 31 00:12:06 GMT 2024","","","",""
"","1028","Validate Council Output [LisburnCastlereaghCityCouncil]","","Thu Oct 31 00:14:01 GMT 2024","passed","Thu Oct 31 00:14:02 GMT 2024","","","",""
"","615","Validate Council Output [LiverpoolCityCouncil]","","Thu Oct 31 00:14:02 GMT 2024","passed","Thu Oct 31 00:14:02 GMT 2024","","","",""
"","1774","Validate Council Output [SolihullCouncil]","","Thu Oct 31 00:29:29 GMT 2024","passed","Thu Oct 31 00:29:31 GMT 2024","","","",""
"","120088","Validate Council Output [BlackburnCouncil]","","Thu Oct 31 00:01:46 GMT 2024","failed","Thu Oct 31 00:03:46 GMT 2024","","","",""
"","21960","Validate Council Output [BexleyCouncil]","","Thu Oct 31 00:01:19 GMT 2024","passed","Thu Oct 31 00:01:41 GMT 2024","","","",""
"","120174","Validate Council Output [RushcliffeBoroughCouncil]","","Thu Oct 31 00:23:06 GMT 2024","failed","Thu Oct 31 00:25:06 GMT 2024","","","",""
"","2802","Validate Council Output [HaringeyCouncil]","","Thu Oct 31 00:15:15 GMT 2024","passed","Thu Oct 31 00:15:18 GMT 2024","","","",""
"","1724","Validate Council Output [MiltonKeynesCityCouncil]","","Thu Oct 31 00:18:00 GMT 2024","failed","Thu Oct 31 00:18:02 GMT 2024","","","",""
"","135037","Validate Council Output [SalfordCityCouncil]","","Thu Oct 31 00:25:07 GMT 2024","failed","Thu Oct 31 00:27:22 GMT 2024","","","",""
"","656","Validate Council Output [RochfordCouncil]","","Thu Oct 31 00:25:51 GMT 2024","passed","Thu Oct 31 00:25:51 GMT 2024","","","",""
"","18906","Validate Council Output [ArunCouncil]","","Thu Oct 31 00:01:26 GMT 2024","passed","Thu Oct 31 00:01:45 GMT 2024","","","",""
"","982","Validate Council Output [EalingCouncil]","","Thu Oct 31 00:09:07 GMT 2024","passed","Thu Oct 31 00:09:08 GMT 2024","","","",""
"","3006","Validate Council Output [IslingtonCouncil]","","Thu Oct 31 00:19:32 GMT 2024","failed","Thu Oct 31 00:19:35 GMT 2024","","","",""
"","120224","Validate Council Output [EnfieldCouncil]","","Thu Oct 31 00:12:06 GMT 2024","failed","Thu Oct 31 00:14:06 GMT 2024","","","",""
"","3122","Validate Council Output [DurhamCouncil]","","Thu Oct 31 00:09:04 GMT 2024","passed","Thu Oct 31 00:09:07 GMT 2024","","","",""
"","1165","Validate Council Output [EnvironmentFirst]","","Thu Oct 31 00:14:07 GMT 2024","passed","Thu Oct 31 00:14:08 GMT 2024","","","",""
"","693","Validate Council Output [StAlbansCityAndDistrictCouncil]","","Thu Oct 31 00:26:10 GMT 2024","passed","Thu Oct 31 00:26:11 GMT 2024","","","",""
"","966","Validate Council Output [CroydonCouncil]","","Thu Oct 31 00:01:34 GMT 2024","failed","Thu Oct 31 00:01:35 GMT 2024","","","",""
"","1883","Validate Council Output [PerthAndKinrossCouncil]","","Thu Oct 31 00:25:03 GMT 2024","passed","Thu Oct 31 00:25:05 GMT 2024","","","",""
"","120363","Validate Council Output [GatesheadCouncil]","","Thu Oct 31 00:18:38 GMT 2024","failed","Thu Oct 31 00:20:38 GMT 2024","","","",""
"","3475","Validate Council Output [NewportCityCouncil]","","Thu Oct 31 00:16:36 GMT 2024","passed","Thu Oct 31 00:16:39 GMT 2024","","","",""
"","1399","Validate Council Output [WarwickDistrictCouncil]","","Thu Oct 31 00:33:58 GMT 2024","passed","Thu Oct 31 00:34:00 GMT 2024","","","",""
"","120102","Validate Council Output [WakefieldCityCouncil]","","Thu Oct 31 00:32:13 GMT 2024","failed","Thu Oct 31 00:34:13 GMT 2024","","","",""
"","812","Validate Council Output [MoleValleyDistrictCouncil]","","Thu Oct 31 00:18:02 GMT 2024","passed","Thu Oct 31 00:18:03 GMT 2024","","","",""
"","1511","Validate Council Output [DoncasterCouncil]","","Thu Oct 31 00:08:47 GMT 2024","passed","Thu Oct 31 00:08:48 GMT 2024","","","",""
"","120019","Validate Council Output [ReigateAndBansteadBoroughCouncil]","","Thu Oct 31 00:21:46 GMT 2024","failed","Thu Oct 31 00:23:46 GMT 2024","","","",""
"","10682","Validate Council Output [DudleyCouncil]","","Thu Oct 31 00:08:53 GMT 2024","passed","Thu Oct 31 00:09:04 GMT 2024","","","",""
"","1090","Validate Council Output [HuntingdonDistrictCouncil]","","Thu Oct 31 00:19:31 GMT 2024","passed","Thu Oct 31 00:19:32 GMT 2024","","","",""
"","2033","Validate Council Output [BristolCityCouncil]","","Thu Oct 31 00:07:49 GMT 2024","passed","Thu Oct 31 00:07:51 GMT 2024","","","",""
"","564","Validate Council Output [SouthGloucestershireCouncil]","","Thu Oct 31 00:25:49 GMT 2024","passed","Thu Oct 31 00:25:50 GMT 2024","","","",""
"","480","Validate Council Output [ReadingBoroughCouncil]","","Thu Oct 31 00:21:46 GMT 2024","passed","Thu Oct 31 00:21:46 GMT 2024","","","",""
"","3757","Validate Council Output [LichfieldDistrictCouncil]","","Thu Oct 31 00:13:54 GMT 2024","passed","Thu Oct 31 00:13:58 GMT 2024","","","",""
"","120154","Validate Council Output [EppingForestDistrictCouncil]","","Thu Oct 31 00:14:08 GMT 2024","failed","Thu Oct 31 00:16:08 GMT 2024","","","",""
"","120086","Validate Council Output [WindsorAndMaidenheadCouncil]","","Thu Oct 31 00:36:21 GMT 2024","failed","Thu Oct 31 00:38:21 GMT 2024","","","",""
"","9597","Validate Council Output [NorthLincolnshireCouncil]","","Thu Oct 31 00:19:02 GMT 2024","passed","Thu Oct 31 00:19:12 GMT 2024","","","",""
"","14943","Validate Council Output [NorthAyrshireCouncil]","","Thu Oct 31 00:16:39 GMT 2024","passed","Thu Oct 31 00:16:54 GMT 2024","","","",""
"","120244","Validate Council Output [WokinghamBoroughCouncil]","","Thu Oct 31 00:35:01 GMT 2024","failed","Thu Oct 31 00:37:02 GMT 2024","","","",""
"","2122","Validate Council Output [WirralCouncil]","","Thu Oct 31 00:34:56 GMT 2024","passed","Thu Oct 31 00:34:58 GMT 2024","","","",""
"","120220","Validate Council Output [GloucesterCityCouncil]","","Thu Oct 31 00:09:10 GMT 2024","failed","Thu Oct 31 00:11:11 GMT 2024","","","",""
"","8125","Validate Council Output [LancasterCityCouncil]","","Thu Oct 31 00:11:46 GMT 2024","passed","Thu Oct 31 00:11:54 GMT 2024","","","",""
"","1430","Validate Council Output [MidlothianCouncil]","","Thu Oct 31 00:15:59 GMT 2024","passed","Thu Oct 31 00:16:00 GMT 2024","","","",""
"","120120","Validate Council Output [EastLindseyDistrictCouncil]","","Thu Oct 31 00:04:01 GMT 2024","failed","Thu Oct 31 00:06:01 GMT 2024","","","",""
"","11203","Validate Council Output [CharnwoodBoroughCouncil]","","Thu Oct 31 00:01:30 GMT 2024","passed","Thu Oct 31 00:01:41 GMT 2024","","","",""
"","13613","Validate Council Output [TandridgeDistrictCouncil]","","Thu Oct 31 00:30:18 GMT 2024","passed","Thu Oct 31 00:30:31 GMT 2024","","","",""
"","3496","Validate Council Output [ValeofWhiteHorseCouncil]","","Thu Oct 31 00:31:55 GMT 2024","passed","Thu Oct 31 00:31:58 GMT 2024","","","",""
"","869","Validate Council Output [AylesburyValeCouncil]","","Thu Oct 31 00:01:45 GMT 2024","passed","Thu Oct 31 00:01:45 GMT 2024","","","",""
"","1064","Validate Council Output [SouthAyrshireCouncil]","","Thu Oct 31 00:25:46 GMT 2024","passed","Thu Oct 31 00:25:47 GMT 2024","","","",""
"","120089","Validate Council Output [SevenoaksDistrictCouncil]","","Thu Oct 31 00:27:22 GMT 2024","failed","Thu Oct 31 00:29:22 GMT 2024","","","",""
"","2441","Validate Council Output [WealdenDistrictCouncil]","","Thu Oct 31 00:32:50 GMT 2024","passed","Thu Oct 31 00:32:52 GMT 2024","","","",""
"","120098","Validate Council Output [MidAndEastAntrimBoroughCouncil]","","Thu Oct 31 00:13:59 GMT 2024","failed","Thu Oct 31 00:15:59 GMT 2024","","","",""
"","7861","Validate Council Output [TorridgeDistrictCouncil]","","Thu Oct 31 00:29:43 GMT 2024","passed","Thu Oct 31 00:29:51 GMT 2024","","","",""
"","120101","Validate Council Output [WalthamForest]","","Thu Oct 31 00:31:58 GMT 2024","failed","Thu Oct 31 00:33:58 GMT 2024","","","",""
"","8629","Validate Council Output [SomersetCouncil]","","Thu Oct 31 00:25:37 GMT 2024","passed","Thu Oct 31 00:25:46 GMT 2024","","","",""
"","825","Validate Council Output [TelfordAndWrekinCouncil]","","Thu Oct 31 00:32:32 GMT 2024","passed","Thu Oct 31 00:32:32 GMT 2024","","","",""
"","120091","Validate Council Output [GuildfordCouncil]","","Thu Oct 31 00:11:11 GMT 2024","failed","Thu Oct 31 00:13:11 GMT 2024","","","",""
"","585","Validate Council Output [MansfieldDistrictCouncil]","","Thu Oct 31 00:13:56 GMT 2024","passed","Thu Oct 31 00:13:57 GMT 2024","","","",""
"","2115","Validate Council Output [WestLindseyDistrictCouncil]","","Thu Oct 31 00:34:54 GMT 2024","passed","Thu Oct 31 00:34:56 GMT 2024","","","",""
"","1467","Validate Council Output [YorkCouncil]","","Thu Oct 31 00:36:12 GMT 2024","passed","Thu Oct 31 00:36:14 GMT 2024","","","",""
"","3547","Validate Council Output [RugbyBoroughCouncil]","","Thu Oct 31 00:25:53 GMT 2024","passed","Thu Oct 31 00:25:57 GMT 2024","","","",""
"","14882","Validate Council Output [CrawleyBoroughCouncil]","","Thu Oct 31 00:01:19 GMT 2024","passed","Thu Oct 31 00:01:34 GMT 2024","","","",""
"","120215","Validate Council Output [NorthumberlandCouncil]","","Thu Oct 31 00:22:43 GMT 2024","failed","Thu Oct 31 00:24:43 GMT 2024","","","",""
"","749","Validate Council Output [LondonBoroughEaling]","","Thu Oct 31 00:14:02 GMT 2024","passed","Thu Oct 31 00:14:03 GMT 2024","","","",""
"","1013","Validate Council Output [MaldonDistrictCouncil]","","Thu Oct 31 00:16:34 GMT 2024","passed","Thu Oct 31 00:16:35 GMT 2024","","","",""
"","2022","Validate Council Output [LondonBoroughLambeth]","","Thu Oct 31 00:14:25 GMT 2024","passed","Thu Oct 31 00:14:27 GMT 2024","","","",""
"","1935","Validate Council Output [NorthYorkshire]","","Thu Oct 31 00:22:38 GMT 2024","passed","Thu Oct 31 00:22:40 GMT 2024","","","",""
"","2059","Validate Council Output [HighlandCouncil]","","Thu Oct 31 00:15:23 GMT 2024","passed","Thu Oct 31 00:15:25 GMT 2024","","","",""
