"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1966","Validate Council Output [HarboroughDistrictCouncil]","","Fri Nov 01 00:32:17 GMT 2024","passed","Fri Nov 01 00:32:19 GMT 2024","","","",""
"","300069","Validate Council Output [BoltonCouncil]","","Fri Nov 01 00:06:41 GMT 2024","failed","Fri Nov 01 00:11:41 GMT 2024","","","",""
"","39154","Validate Council Output [EppingForestDistrictCouncil]","","Fri Nov 01 00:32:01 GMT 2024","passed","Fri Nov 01 00:32:40 GMT 2024","","","",""
"","3253","Validate Council Output [FifeCouncil]","","Fri Nov 01 00:32:50 GMT 2024","passed","Fri Nov 01 00:32:54 GMT 2024","","","",""
"","3820","Validate Council Output [WalsallCouncil]","","Fri Nov 01 00:51:12 GMT 2024","passed","Fri Nov 01 00:51:16 GMT 2024","","","",""
"","5709","Validate Council Output [BuckinghamshireCouncil]","","Fri Nov 01 00:01:13 GMT 2024","passed","Fri Nov 01 00:01:18 GMT 2024","","","",""
"","1473","Validate Council Output [LondonBoroughLambeth]","","Fri Nov 01 00:33:17 GMT 2024","passed","Fri Nov 01 00:33:18 GMT 2024","","","",""
"","204095","Validate Council Output [SevenoaksDistrictCouncil]","","Fri Nov 01 00:36:08 GMT 2024","passed","Fri Nov 01 00:39:32 GMT 2024","","","",""
"","2371","Validate Council Output [DoverDistrictCouncil]","","Fri Nov 01 00:11:53 GMT 2024","passed","Fri Nov 01 00:11:55 GMT 2024","","","",""
"","1863","Validate Council Output [DartfordBoroughCouncil]","","Fri Nov 01 00:06:46 GMT 2024","passed","Fri Nov 01 00:06:47 GMT 2024","","","",""
"","60599","Validate Council Output [NewcastleCityCouncil]","","Fri Nov 01 00:32:46 GMT 2024","failed","Fri Nov 01 00:33:46 GMT 2024","","","",""
"","1634","Validate Council Output [StockportBoroughCouncil]","","Fri Nov 01 00:45:06 GMT 2024","passed","Fri Nov 01 00:45:08 GMT 2024","","","",""
"","300011","Validate Council Output [ChichesterDistrictCouncil]","","Fri Nov 01 00:13:47 GMT 2024","failed","Fri Nov 01 00:18:47 GMT 2024","","","",""
"","4272","Validate Council Output [ShropshireCouncil]","","Fri Nov 01 00:39:35 GMT 2024","passed","Fri Nov 01 00:39:39 GMT 2024","","","",""
"","1196","Validate Council Output [DoncasterCouncil]","","Fri Nov 01 00:11:48 GMT 2024","passed","Fri Nov 01 00:11:49 GMT 2024","","","",""
"","29317","Validate Council Output [KirkleesCouncil]","","Fri Nov 01 00:29:41 GMT 2024","failed","Fri Nov 01 00:30:10 GMT 2024","","","",""
"","3001","Validate Council Output [RhonddaCynonTaffCouncil]","","Fri Nov 01 00:44:42 GMT 2024","passed","Fri Nov 01 00:44:45 GMT 2024","","","",""
"","3618","Validate Council Output [FenlandDistrictCouncil]","","Fri Nov 01 00:32:47 GMT 2024","passed","Fri Nov 01 00:32:50 GMT 2024","","","",""
"","43311","Validate Council Output [ReigateAndBansteadBoroughCouncil]","","Fri Nov 01 00:38:59 GMT 2024","passed","Fri Nov 01 00:39:42 GMT 2024","","","",""
"","343085","Validate Council Output [BarnetCouncil]","","Fri Nov 01 00:08:54 GMT 2024","passed","Fri Nov 01 00:14:37 GMT 2024","","","",""
"","10943","Validate Council Output [FlintshireCountyCouncil]","","Fri Nov 01 00:32:54 GMT 2024","passed","Fri Nov 01 00:33:05 GMT 2024","","","",""
"","3248","Validate Council Output [WatfordBoroughCouncil]","","Fri Nov 01 00:50:25 GMT 2024","passed","Fri Nov 01 00:50:28 GMT 2024","","","",""
"","1288","Validate Council Output [CroydonCouncil]","","Fri Nov 01 00:01:29 GMT 2024","failed","Fri Nov 01 00:01:30 GMT 2024","","","",""
"","300187","Validate Council Output [WychavonDistrictCouncil]","","Fri Nov 01 00:51:45 GMT 2024","failed","Fri Nov 01 00:56:45 GMT 2024","","","",""
"","81596","Validate Council Output [EnfieldCouncil]","","Fri Nov 01 00:30:38 GMT 2024","passed","Fri Nov 01 00:32:00 GMT 2024","","","",""
"","67542","Validate Council Output [LeedsCityCouncil]","","Fri Nov 01 00:31:27 GMT 2024","passed","Fri Nov 01 00:32:34 GMT 2024","","","",""
"","855","Validate Council Output [BCPCouncil]","","Fri Nov 01 00:08:53 GMT 2024","passed","Fri Nov 01 00:08:54 GMT 2024","","","",""
"","1771","Validate Council Output [SwanseaCouncil]","","Fri Nov 01 00:50:07 GMT 2024","passed","Fri Nov 01 00:50:09 GMT 2024","","","",""
"","300058","Validate Council Output [GatesheadCouncil]","","Fri Nov 01 00:19:45 GMT 2024","failed","Fri Nov 01 00:24:45 GMT 2024","","","",""
"","3857","Validate Council Output [ValeofWhiteHorseCouncil]","","Fri Nov 01 00:50:48 GMT 2024","passed","Fri Nov 01 00:50:51 GMT 2024","","","",""
"","24819","Validate Council Output [CalderdaleCouncil]","","Fri Nov 01 00:01:20 GMT 2024","passed","Fri Nov 01 00:01:45 GMT 2024","","","",""
"","1725","Validate Council Output [SolihullCouncil]","","Fri Nov 01 00:39:39 GMT 2024","passed","Fri Nov 01 00:39:41 GMT 2024","","","",""
"","138631","Validate Council Output [AshfordBoroughCouncil]","","Fri Nov 01 00:06:33 GMT 2024","passed","Fri Nov 01 00:08:51 GMT 2024","","","",""
"","9708","Validate Council Output [NorthumberlandCouncil]","","Fri Nov 01 00:33:31 GMT 2024","passed","Fri Nov 01 00:33:41 GMT 2024","","","",""
"","300092","Validate Council Output [TeignbridgeCouncil]","","Fri Nov 01 00:44:57 GMT 2024","failed","Fri Nov 01 00:49:57 GMT 2024","","","",""
"","3881","Validate Council Output [SouthOxfordshireCouncil]","","Fri Nov 01 00:39:42 GMT 2024","passed","Fri Nov 01 00:39:46 GMT 2024","","","",""
"","1565","Validate Council Output [HuntingdonDistrictCouncil]","","Fri Nov 01 00:33:29 GMT 2024","passed","Fri Nov 01 00:33:30 GMT 2024","","","",""
"","999","Validate Council Output [NewarkAndSherwoodDC]","","Fri Nov 01 00:32:45 GMT 2024","failed","Fri Nov 01 00:32:46 GMT 2024","","","",""
"","300031","Validate Council Output [EastLindseyDistrictCouncil]","","Fri Nov 01 00:14:52 GMT 2024","failed","Fri Nov 01 00:19:52 GMT 2024","","","",""
"","2428","Validate Council Output [RugbyBoroughCouncil]","","Fri Nov 01 00:33:39 GMT 2024","passed","Fri Nov 01 00:33:42 GMT 2024","","","",""
"","3571","Validate Council Output [WiganBoroughCouncil]","","Fri Nov 01 00:51:16 GMT 2024","passed","Fri Nov 01 00:51:19 GMT 2024","","","",""
"","2211","Validate Council Output [EalingCouncil]","","Fri Nov 01 00:11:59 GMT 2024","passed","Fri Nov 01 00:12:01 GMT 2024","","","",""
"","10828","Validate Council Output [ColchesterCityCouncil]","","Fri Nov 01 00:01:13 GMT 2024","passed","Fri Nov 01 00:01:24 GMT 2024","","","",""
"","1002","Validate Council Output [BasildonCouncil]","","Fri Nov 01 00:14:38 GMT 2024","passed","Fri Nov 01 00:14:39 GMT 2024","","","",""
"","10669","Validate Council Output [TestValleyBoroughCouncil]","","Fri Nov 01 00:49:50 GMT 2024","passed","Fri Nov 01 00:50:00 GMT 2024","","","",""
"","878","Validate Council Output [MansfieldDistrictCouncil]","","Fri Nov 01 00:24:53 GMT 2024","passed","Fri Nov 01 00:24:54 GMT 2024","","","",""
"","1937","Validate Council Output [BelfastCityCouncil]","","Fri Nov 01 00:01:17 GMT 2024","passed","Fri Nov 01 00:01:19 GMT 2024","","","",""
"","19466","Validate Council Output [NorthWestLeicestershire]","","Fri Nov 01 00:33:07 GMT 2024","passed","Fri Nov 01 00:33:27 GMT 2024","","","",""
"","2782","Validate Council Output [ErewashBoroughCouncil]","","Fri Nov 01 00:32:41 GMT 2024","passed","Fri Nov 01 00:32:43 GMT 2024","","","",""
"","316303","Validate Council Output [GloucesterCityCouncil]","","Fri Nov 01 00:24:47 GMT 2024","passed","Fri Nov 01 00:30:04 GMT 2024","","","",""
"","963","Validate Council Output [CornwallCouncil]","","Fri Nov 01 00:01:25 GMT 2024","passed","Fri Nov 01 00:01:26 GMT 2024","","","",""
"","1531","Validate Council Output [AylesburyValeCouncil]","","Fri Nov 01 00:08:51 GMT 2024","passed","Fri Nov 01 00:08:53 GMT 2024","","","",""
"","1217","Validate Council Output [StaffordBoroughCouncil]","","Fri Nov 01 00:39:59 GMT 2024","passed","Fri Nov 01 00:40:01 GMT 2024","","","",""
"","290091","Validate Council Output [WalthamForest]","","Fri Nov 01 00:52:25 GMT 2024","passed","Fri Nov 01 00:57:15 GMT 2024","","","",""
"","1918","Validate Council Output [GlasgowCityCouncil]","","Fri Nov 01 00:24:45 GMT 2024","passed","Fri Nov 01 00:24:47 GMT 2024","","","",""
"","888","Validate Council Output [SouthLanarkshireCouncil]","","Fri Nov 01 00:44:49 GMT 2024","passed","Fri Nov 01 00:44:49 GMT 2024","","","",""
"","2884","Validate Council Output [TunbridgeWellsCouncil]","","Fri Nov 01 00:49:58 GMT 2024","passed","Fri Nov 01 00:50:01 GMT 2024","","","",""
"","11150","Validate Council Output [RushcliffeBoroughCouncil]","","Fri Nov 01 00:33:42 GMT 2024","passed","Fri Nov 01 00:33:53 GMT 2024","","","",""
"","881","Validate Council Output [StAlbansCityAndDistrictCouncil]","","Fri Nov 01 00:39:57 GMT 2024","passed","Fri Nov 01 00:39:57 GMT 2024","","","",""
"","2094","Validate Council Output [LichfieldDistrictCouncil]","","Fri Nov 01 00:32:34 GMT 2024","passed","Fri Nov 01 00:32:36 GMT 2024","","","",""
"","1782","Validate Council Output [RochdaleCouncil]","","Fri Nov 01 00:44:45 GMT 2024","passed","Fri Nov 01 00:44:47 GMT 2024","","","",""
"","3417","Validate Council Output [BirminghamCityCouncil]","","Fri Nov 01 00:01:38 GMT 2024","passed","Fri Nov 01 00:01:41 GMT 2024","","","",""
"","2180","Validate Council Output [NorthAyrshireCouncil]","","Fri Nov 01 00:33:52 GMT 2024","passed","Fri Nov 01 00:33:54 GMT 2024","","","",""
"","36377","Validate Council Output [HighPeakCouncil]","","Fri Nov 01 00:32:27 GMT 2024","passed","Fri Nov 01 00:33:04 GMT 2024","","","",""
"","14997","Validate Council Output [LondonBoroughHarrow]","","Fri Nov 01 00:32:44 GMT 2024","passed","Fri Nov 01 00:32:59 GMT 2024","","","",""
"","1957","Validate Council Output [StHelensBC]","","Fri Nov 01 00:39:57 GMT 2024","failed","Fri Nov 01 00:39:59 GMT 2024","","","",""
"","4259","Validate Council Output [WyreCouncil]","","Fri Nov 01 00:51:45 GMT 2024","passed","Fri Nov 01 00:51:49 GMT 2024","","","",""
"","3419","Validate Council Output [CanterburyCityCouncil]","","Fri Nov 01 00:01:46 GMT 2024","passed","Fri Nov 01 00:01:50 GMT 2024","","","",""
"","1238","Validate Council Output [BradfordMDC]","","Fri Nov 01 00:11:43 GMT 2024","passed","Fri Nov 01 00:11:44 GMT 2024","","","",""
"","432","Validate Council Output [MiltonKeynesCityCouncil]","","Fri Nov 01 00:30:39 GMT 2024","failed","Fri Nov 01 00:30:40 GMT 2024","","","",""
"","1997","Validate Council Output [HighlandCouncil]","","Fri Nov 01 00:32:25 GMT 2024","passed","Fri Nov 01 00:32:27 GMT 2024","","","",""
"","1401","Validate Council Output [NewhamCouncil]","","Fri Nov 01 00:33:46 GMT 2024","passed","Fri Nov 01 00:33:48 GMT 2024","","","",""
"","38535","Validate Council Output [NorthNorfolkDistrictCouncil]","","Fri Nov 01 00:39:10 GMT 2024","passed","Fri Nov 01 00:39:48 GMT 2024","","","",""
"","3967","Validate Council Output [HarrogateBoroughCouncil]","","Fri Nov 01 00:32:21 GMT 2024","passed","Fri Nov 01 00:32:25 GMT 2024","","","",""
"","1895","Validate Council Output [SouthAyrshireCouncil]","","Fri Nov 01 00:39:05 GMT 2024","passed","Fri Nov 01 00:39:07 GMT 2024","","","",""
"","5513","Validate Council Output [OldhamCouncil]","","Fri Nov 01 00:33:45 GMT 2024","passed","Fri Nov 01 00:33:51 GMT 2024","","","",""
"","1311","Validate Council Output [WestLindseyDistrictCouncil]","","Fri Nov 01 00:50:57 GMT 2024","passed","Fri Nov 01 00:50:58 GMT 2024","","","",""
"","300034","Validate Council Output [PrestonCityCouncil]","","Fri Nov 01 00:33:58 GMT 2024","failed","Fri Nov 01 00:38:58 GMT 2024","","","",""
"","300178","Validate Council Output [SunderlandCityCouncil]","","Fri Nov 01 00:40:07 GMT 2024","failed","Fri Nov 01 00:45:07 GMT 2024","","","",""
"","2490","Validate Council Output [NorthTynesideCouncil]","","Fri Nov 01 00:33:05 GMT 2024","passed","Fri Nov 01 00:33:07 GMT 2024","","","",""
"","38910","Validate Council Output [NewForestCouncil]","","Fri Nov 01 00:32:06 GMT 2024","passed","Fri Nov 01 00:32:45 GMT 2024","","","",""
"","874","Validate Council Output [RochfordCouncil]","","Fri Nov 01 00:44:47 GMT 2024","passed","Fri Nov 01 00:44:48 GMT 2024","","","",""
"","300036","Validate Council Output [RenfrewshireCouncil]","","Fri Nov 01 00:39:42 GMT 2024","failed","Fri Nov 01 00:44:42 GMT 2024","","","",""
"","1409","Validate Council Output [CoventryCityCouncil]","","Fri Nov 01 00:01:26 GMT 2024","passed","Fri Nov 01 00:01:27 GMT 2024","","","",""
"","3526","Validate Council Output [StroudDistrictCouncil]","","Fri Nov 01 00:40:03 GMT 2024","passed","Fri Nov 01 00:40:07 GMT 2024","","","",""
"","300028","Validate Council Output [ArunCouncil]","","Fri Nov 01 00:01:33 GMT 2024","failed","Fri Nov 01 00:06:33 GMT 2024","","","",""
"","2490","Validate Council Output [WirralCouncil]","","Fri Nov 01 00:51:39 GMT 2024","passed","Fri Nov 01 00:51:42 GMT 2024","","","",""
"","42033","Validate Council Output [MidSussexDistrictCouncil]","","Fri Nov 01 00:29:57 GMT 2024","passed","Fri Nov 01 00:30:39 GMT 2024","","","",""
"","165568","Validate Council Output [EastHertsCouncil]","","Fri Nov 01 00:12:06 GMT 2024","passed","Fri Nov 01 00:14:52 GMT 2024","","","",""
"","4783","Validate Council Output [BasingstokeCouncil]","","Fri Nov 01 00:14:39 GMT 2024","passed","Fri Nov 01 00:14:44 GMT 2024","","","",""
"","10580","Validate Council Output [SomersetCouncil]","","Fri Nov 01 00:38:54 GMT 2024","passed","Fri Nov 01 00:39:05 GMT 2024","","","",""
"","70852","Validate Council Output [KnowsleyMBCouncil]","","Fri Nov 01 00:30:10 GMT 2024","failed","Fri Nov 01 00:31:21 GMT 2024","","","",""
"","13884","Validate Council Output [KingstonUponThamesCouncil]","","Fri Nov 01 00:33:34 GMT 2024","passed","Fri Nov 01 00:33:48 GMT 2024","","","",""
"","1598","Validate Council Output [EnvironmentFirst]","","Fri Nov 01 00:32:00 GMT 2024","passed","Fri Nov 01 00:32:01 GMT 2024","","","",""
"","88205","Validate Council Output [HaltonBoroughCouncil]","","Fri Nov 01 00:30:48 GMT 2024","passed","Fri Nov 01 00:32:17 GMT 2024","","","",""
"","662","Validate Council Output [ReadingBoroughCouncil]","","Fri Nov 01 00:38:58 GMT 2024","passed","Fri Nov 01 00:38:59 GMT 2024","","","",""
"","885","Validate Council Output [LondonBoroughEaling]","","Fri Nov 01 00:32:43 GMT 2024","passed","Fri Nov 01 00:32:44 GMT 2024","","","",""
"","1901","Validate Council Output [BuryCouncil]","","Fri Nov 01 00:01:18 GMT 2024","passed","Fri Nov 01 00:01:20 GMT 2024","","","",""
"","336746","Validate Council Output [SouthKestevenDistrictCouncil]","","Fri Nov 01 00:39:12 GMT 2024","failed","Fri Nov 01 00:44:48 GMT 2024","","","",""
"","1624","Validate Council Output [MertonCouncil]","","Fri Nov 01 00:24:54 GMT 2024","passed","Fri Nov 01 00:24:55 GMT 2024","","","",""
"","4732","Validate Council Output [NorthEastLincs]","","Fri Nov 01 00:38:54 GMT 2024","passed","Fri Nov 01 00:38:59 GMT 2024","","","",""
"","296","Validate Council Output [GedlingBoroughCouncil]","","Fri Nov 01 00:24:45 GMT 2024","passed","Fri Nov 01 00:24:45 GMT 2024","","","",""
"","1250","Validate Council Output [MalvernHillsDC]","","Fri Nov 01 00:24:50 GMT 2024","passed","Fri Nov 01 00:24:51 GMT 2024","","","",""
"","85024","Validate Council Output [NeathPortTalbotCouncil]","","Fri Nov 01 00:30:41 GMT 2024","passed","Fri Nov 01 00:32:06 GMT 2024","","","",""
"","2284","Validate Council Output [DudleyCouncil]","","Fri Nov 01 00:11:55 GMT 2024","passed","Fri Nov 01 00:11:57 GMT 2024","","","",""
"","3320","Validate Council Output [CardiffCouncil]","","Fri Nov 01 00:01:50 GMT 2024","passed","Fri Nov 01 00:01:53 GMT 2024","","","",""
"","2081","Validate Council Output [PerthAndKinrossCouncil]","","Fri Nov 01 00:33:51 GMT 2024","passed","Fri Nov 01 00:33:53 GMT 2024","","","",""
"","41848","Validate Council Output [EastSuffolkCouncil]","","Fri Nov 01 00:29:52 GMT 2024","passed","Fri Nov 01 00:30:34 GMT 2024","","","",""
"","3811","Validate Council Output [NewportCityCouncil]","","Fri Nov 01 00:33:48 GMT 2024","passed","Fri Nov 01 00:33:52 GMT 2024","","","",""
"","6156","Validate Council Output [HullCityCouncil]","","Fri Nov 01 00:33:23 GMT 2024","passed","Fri Nov 01 00:33:29 GMT 2024","","","",""
"","7284","Validate Council Output [ArmaghBanbridgeCraigavonCouncil]","","Fri Nov 01 00:01:25 GMT 2024","passed","Fri Nov 01 00:01:33 GMT 2024","","","",""
"","32515","Validate Council Output [WestOxfordshireDistrictCouncil]","","Fri Nov 01 00:51:00 GMT 2024","passed","Fri Nov 01 00:51:32 GMT 2024","","","",""
"","3038","Validate Council Output [NorwichCityCouncil]","","Fri Nov 01 00:33:28 GMT 2024","passed","Fri Nov 01 00:33:31 GMT 2024","","","",""
"","1605","Validate Council Output [SouthDerbyshireDistrictCouncil]","","Fri Nov 01 00:39:09 GMT 2024","passed","Fri Nov 01 00:39:11 GMT 2024","","","",""
"","2840","Validate Council Output [WokingBoroughCouncil]","","Fri Nov 01 00:51:42 GMT 2024","passed","Fri Nov 01 00:51:45 GMT 2024","","","",""
"","2582","Validate Council Output [HaringeyCouncil]","","Fri Nov 01 00:32:19 GMT 2024","passed","Fri Nov 01 00:32:21 GMT 2024","","","",""
"","5949","Validate Council Output [TorbayCouncil]","","Fri Nov 01 00:50:15 GMT 2024","passed","Fri Nov 01 00:50:21 GMT 2024","","","",""
"","409591","Validate Council Output [ChelmsfordCityCouncil]","","Fri Nov 01 00:01:56 GMT 2024","passed","Fri Nov 01 00:08:46 GMT 2024","","","",""
"","2330","Validate Council Output [WealdenDistrictCouncil]","","Fri Nov 01 00:50:32 GMT 2024","passed","Fri Nov 01 00:50:34 GMT 2024","","","",""
"","2149","Validate Council Output [RotherhamCouncil]","","Fri Nov 01 00:44:48 GMT 2024","passed","Fri Nov 01 00:44:50 GMT 2024","","","",""
"","300029","Validate Council Output [PortsmouthCityCouncil]","","Fri Nov 01 00:33:54 GMT 2024","failed","Fri Nov 01 00:38:54 GMT 2024","","","",""
"","1670","Validate Council Output [NorthSomersetCouncil]","","Fri Nov 01 00:39:57 GMT 2024","passed","Fri Nov 01 00:39:59 GMT 2024","","","",""
"","653935","Validate Council Output [ChorleyCouncil]","","Fri Nov 01 00:18:47 GMT 2024","passed","Fri Nov 01 00:29:41 GMT 2024","","","",""
"","2769","Validate Council Output [SouthTynesideCouncil]","","Fri Nov 01 00:39:51 GMT 2024","passed","Fri Nov 01 00:39:54 GMT 2024","","","",""
"","1201","Validate Council Output [FarehamBoroughCouncil]","","Fri Nov 01 00:32:46 GMT 2024","passed","Fri Nov 01 00:32:47 GMT 2024","","","",""
"","3674","Validate Council Output [EastCambridgeshireCouncil]","","Fri Nov 01 00:12:01 GMT 2024","passed","Fri Nov 01 00:12:05 GMT 2024","","","",""
"","9208","Validate Council Output [ArdsAndNorthDownCouncil]","","Fri Nov 01 00:01:16 GMT 2024","passed","Fri Nov 01 00:01:25 GMT 2024","","","",""
"","300029","Validate Council Output [NorthEastDerbyshireDistrictCouncil]","","Fri Nov 01 00:33:54 GMT 2024","failed","Fri Nov 01 00:38:54 GMT 2024","","","",""
"","18960","Validate Council Output [HounslowCouncil]","","Fri Nov 01 00:33:04 GMT 2024","passed","Fri Nov 01 00:33:23 GMT 2024","","","",""
"","300008","Validate Council Output [MidAndEastAntrimBoroughCouncil]","","Fri Nov 01 00:24:55 GMT 2024","failed","Fri Nov 01 00:29:55 GMT 2024","","","",""
"","1010","Validate Council Output [BathAndNorthEastSomersetCouncil]","","Fri Nov 01 00:14:44 GMT 2024","passed","Fri Nov 01 00:14:45 GMT 2024","","","",""
"","300046","Validate Council Output [SwaleBoroughCouncil]","","Fri Nov 01 00:45:07 GMT 2024","failed","Fri Nov 01 00:50:07 GMT 2024","","","",""
"","9770","Validate Council Output [PowysCouncil]","","Fri Nov 01 00:33:48 GMT 2024","failed","Fri Nov 01 00:33:58 GMT 2024","","","",""
"","2357","Validate Council Output [FalkirkCouncil]","","Fri Nov 01 00:32:43 GMT 2024","passed","Fri Nov 01 00:32:46 GMT 2024","","","",""
"","44858","Validate Council Output [GuildfordCouncil]","","Fri Nov 01 00:30:04 GMT 2024","passed","Fri Nov 01 00:30:48 GMT 2024","","","",""
"","29694","Validate Council Output [WestLothianCouncil]","","Fri Nov 01 00:50:51 GMT 2024","passed","Fri Nov 01 00:51:21 GMT 2024","","","",""
"","2718","Validate Council Output [ElmbridgeBoroughCouncil]","","Fri Nov 01 00:30:35 GMT 2024","passed","Fri Nov 01 00:30:38 GMT 2024","","","",""
"","21167","Validate Council Output [WestBerkshireCouncil]","","Fri Nov 01 00:50:36 GMT 2024","passed","Fri Nov 01 00:50:57 GMT 2024","","","",""
"","2645","Validate Council Output [StokeOnTrentCityCouncil]","","Fri Nov 01 00:39:59 GMT 2024","passed","Fri Nov 01 00:40:02 GMT 2024","","","",""
"","1215","Validate Council Output [WarwickDistrictCouncil]","","Fri Nov 01 00:57:15 GMT 2024","passed","Fri Nov 01 00:57:16 GMT 2024","","","",""
"","5243","Validate Council Output [LancasterCityCouncil]","","Fri Nov 01 00:31:21 GMT 2024","passed","Fri Nov 01 00:31:27 GMT 2024","","","",""
"","300180","Validate Council Output [DerbyshireDalesDistrictCouncil]","","Fri Nov 01 00:06:47 GMT 2024","failed","Fri Nov 01 00:11:48 GMT 2024","","","",""
"","1840","Validate Council Output [StratfordUponAvonCouncil]","","Fri Nov 01 00:40:02 GMT 2024","passed","Fri Nov 01 00:40:03 GMT 2024","","","",""
"","2017","Validate Council Output [DurhamCouncil]","","Fri Nov 01 00:11:57 GMT 2024","passed","Fri Nov 01 00:11:59 GMT 2024","","","",""
"","1981","Validate Council Output [WelhatCouncil]","","Fri Nov 01 00:50:34 GMT 2024","passed","Fri Nov 01 00:50:36 GMT 2024","","","",""
"","725","Validate Council Output [NorthLanarkshireCouncil]","","Fri Nov 01 00:38:59 GMT 2024","passed","Fri Nov 01 00:39:00 GMT 2024","","","",""
"","300423","Validate Council Output [CheshireWestAndChesterCouncil]","","Fri Nov 01 00:08:46 GMT 2024","failed","Fri Nov 01 00:13:47 GMT 2024","","","",""
"","3728","Validate Council Output [DorsetCouncil]","","Fri Nov 01 00:11:49 GMT 2024","passed","Fri Nov 01 00:11:53 GMT 2024","","","",""
